V1	V2	V3	V4	V5	we
WDR6	WDR6	    11180.1	    11180.4	0.452380554	1.82646e-05
DALRD3	DALRD3	    55152.1	    55152.4	0.452380554	1.82646e-05
MIR191	MIR191	   406966.1	   406966.4	0.452380554	1.82646e-05
MIR425	MIR425	   494337.1	   494337.4	0.452380554	1.82646e-05
NDUFAF3	NDUFAF3	    25915.1	    25915.4	0.452380554	1.82646e-05
IMPDH2	IMPDH2	     3615.1	     3615.4	0.452380554	1.82646e-05
QRICH1	QRICH1	    54870.1	    54870.4	0.452380554	1.82646e-05
QARS	QARS	     5859.1	     5859.4	0.452380554	1.82646e-05
USP19	USP19	    10869.1	    10869.4	0.452380554	1.82646e-05
LAMB2	LAMB2	     3913.1	     3913.4	0.452380554	1.82646e-05
CCDC71	CCDC71	    64925.1	    64925.4	0.452380554	1.82646e-05
C3orf62	C3orf62	   375341.1	   375341.4	0.452380554	1.82646e-05
GPX1	GPX1	     2876.1	     2876.4	0.452380554	1.82646e-05
RHOA	RHOA	      387.1	      387.4	0.452380554	1.82646e-05
TCTA	TCTA	     6988.1	     6988.4	0.452380554	1.82646e-05
AMT	AMT	      275.1	      275.4	0.452380554	1.82646e-05
NICN1	NICN1	    84276.1	    84276.4	0.452380554	1.82646e-05
DAG1	DAG1	     1605.1	     1605.4	0.452380554	1.82646e-05
BSN	BSN	     8927.1	     8927.4	0.452380554	1.82646e-05
APEH	APEH	      327.1	      327.4	0.452380554	1.82646e-05
MST1	MST1	     4485.1	     4485.4	0.452380554	1.82646e-05
RNF123	RNF123	    63891.1	    63891.4	0.452380554	1.82646e-05
AMIGO3	AMIGO3	   386724.1	   386724.4	0.452380554	1.82646e-05
GMPPB	GMPPB	    29925.1	    29925.4	0.452380554	1.82646e-05
IP6K1	IP6K1	     9807.1	     9807.4	0.452380554	1.82646e-05
CDHR4	CDHR4	   389118.1	   389118.4	0.452380554	1.82646e-05
UBA7	UBA7	     7318.1	     7318.4	0.452380554	1.82646e-05
TRAIP	TRAIP	    10293.1	    10293.4	0.452380554	1.82646e-05
CAMKV	CAMKV	    79012.1	    79012.4	0.452380554	1.82646e-05
MST1R	MST1R	     4486.1	     4486.4	0.452380554	1.82646e-05
MON1A	MON1A	    84315.1	    84315.4	0.452380554	1.82646e-05
MITF	MITF	     4286.1	     4286.4	0.452380554	1.82646e-05
MIR1284	MIR1284	100302112.1	100302112.4	0.452380554	1.82646e-05
RYBP	RYBP	    23429.1	    23429.4	0.452380554	1.82646e-05
RNA5SP136	RNA5SP136	100873404.1	100873404.4	0.452380554	1.82646e-05
SHQ1	SHQ1	    55164.1	    55164.4	0.452380554	1.82646e-05
GXYLT2	GXYLT2	   727936.1	   727936.4	0.452380554	1.82646e-05
PPP4R2	PPP4R2	   151987.1	   151987.4	0.452380554	1.82646e-05
EBLN2	EBLN2	    55096.1	    55096.4	0.452380554	1.82646e-05
PDZRN3	PDZRN3	    23024.1	    23024.4	0.452380554	1.82646e-05
CNTN3	CNTN3	     5067.1	     5067.4	0.452380554	1.82646e-05
FAM86DP	FAM86DP	   692099.1	   692099.4	0.452380554	1.82646e-05
FRG2C	FRG2C	100288801.1	100288801.4	0.452380554	1.82646e-05
LINC00960	LINC00960	   401074.1	   401074.4	0.452380554	1.82646e-05
ZNF717	ZNF717	100131827.1	100131827.4	0.452380554	1.82646e-05
ROBO2	ROBO2	     6092.1	     6092.4	0.452380554	1.82646e-05
VGLL3	VGLL3	   389136.1	   389136.4	0.452380554	1.82646e-05
ANKRA2	ANKRA2	    57763.1	    57763.4	0.452442546	1.82646e-05
UTP15	UTP15	    84135.1	    84135.4	0.452442546	1.82646e-05
ANKRD31	ANKRD31	   256006.1	   256006.4	0.452442546	1.82646e-05
COL4A3BP	COL4A3BP	    10087.1	    10087.4	0.452442546	1.82646e-05
HMGCR	HMGCR	     3156.1	     3156.4	0.452442546	1.82646e-05
HS6ST3	HS6ST3	   266722.1	   266722.4	0.452442546	1.82646e-05
FARP1	FARP1	    10160.1	    10160.4	0.452442546	1.82646e-05
USP34	USP34	     9736.1	     9736.4	0.454758338	1.82646e-05
VPS54	VPS54	    51542.1	    51542.4	0.454758338	1.82646e-05
AFTPH	AFTPH	    54812.1	    54812.4	0.454758338	1.82646e-05
SERTAD2	SERTAD2	     9792.1	     9792.4	0.454758338	1.82646e-05
EIF4A2	EIF4A2	     1974.1	     1974.4	0.454758338	1.82646e-05
RFC4	RFC4	     5984.1	     5984.4	0.454758338	1.82646e-05
GMNC	GMNC	   647309.1	   647309.4	0.454758338	1.82646e-05
ATP13A5	ATP13A5	   344905.1	   344905.4	0.454758338	1.82646e-05
OPA1	OPA1	     4976.1	     4976.4	0.454758338	1.82646e-05
LINC00887	LINC00887	100131551.1	100131551.4	0.454758338	1.82646e-05
CPN2	CPN2	     1370.1	     1370.4	0.454758338	1.82646e-05
BLOC1S4	BLOC1S4	    55330.1	    55330.4	0.454758338	1.82646e-05
KIAA0232	KIAA0232	     9778.1	     9778.4	0.454758338	1.82646e-05
SYDE1	SYDE1	    85360.1	    85360.4	0.454758338	1.82646e-05
ILVBL	ILVBL	    10994.1	    10994.4	0.454758338	1.82646e-05
NOTCH3	NOTCH3	     4854.1	     4854.4	0.454758338	1.82646e-05
EPHX3	EPHX3	    79852.1	    79852.4	0.454758338	1.82646e-05
BRD4	BRD4	    23476.1	    23476.4	0.454758338	1.82646e-05
AKAP8	AKAP8	    10270.1	    10270.4	0.454758338	1.82646e-05
AKAP8L	AKAP8L	    26993.1	    26993.4	0.454758338	1.82646e-05
WIZ	WIZ	    58525.1	    58525.4	0.454758338	1.82646e-05
RASAL3	RASAL3	    64926.1	    64926.4	0.454758338	1.82646e-05
PGLYRP2	PGLYRP2	   114770.1	   114770.4	0.454758338	1.82646e-05
CYP4F2	CYP4F2	     8529.1	     8529.4	0.454758338	1.82646e-05
CYP4F11	CYP4F11	    57834.1	    57834.4	0.454758338	1.82646e-05
OR10H4	OR10H4	   126541.1	   126541.4	0.454758338	1.82646e-05
LINC00661	LINC00661	   126536.1	   126536.4	0.454758338	1.82646e-05
LINC00905	LINC00905	   148231.1	   148231.4	0.454758338	1.82646e-05
TPM4	TPM4	     7171.1	     7171.4	0.454758338	1.82646e-05
RAB8A	RAB8A	     4218.1	     4218.4	0.454758338	1.82646e-05
HSH2D	HSH2D	    84941.1	    84941.4	0.454758338	1.82646e-05
CIB3	CIB3	   117286.1	   117286.4	0.454758338	1.82646e-05
FAM32A	FAM32A	    26017.1	    26017.4	0.454758338	1.82646e-05
AP1M1	AP1M1	     8907.1	     8907.4	0.454758338	1.82646e-05
FCHO1	FCHO1	    23149.1	    23149.4	0.454758338	1.82646e-05
B3GNT3	B3GNT3	    10331.1	    10331.4	0.454758338	1.82646e-05
INSL3	INSL3	     3640.1	     3640.4	0.454758338	1.82646e-05
JAK3	JAK3	     3718.1	     3718.4	0.454758338	1.82646e-05
RPL18A	RPL18A	     6142.1	     6142.4	0.454758338	1.82646e-05
SLC5A5	SLC5A5	     6528.1	     6528.4	0.454758338	1.82646e-05
CCNE1	CCNE1	      898.1	      898.4	0.454758338	1.82646e-05
URI1	URI1	     8725.1	     8725.4	0.454758338	1.82646e-05
CEBPG	CEBPG	     1054.1	     1054.4	0.454758338	1.82646e-05
PEPD	PEPD	     5184.1	     5184.4	0.454758338	1.82646e-05
SCN1B	SCN1B	     6324.1	     6324.4	0.454758338	1.82646e-05
HPN	HPN	     3249.1	     3249.4	0.454758338	1.82646e-05
FXYD3	FXYD3	     5349.1	     5349.4	0.454758338	1.82646e-05
LGI4	LGI4	   163175.1	   163175.4	0.454758338	1.82646e-05
FXYD1	FXYD1	     5348.1	     5348.4	0.454758338	1.82646e-05
FXYD7	FXYD7	    53822.1	    53822.4	0.454758338	1.82646e-05
FXYD5	FXYD5	    53827.1	    53827.4	0.454758338	1.82646e-05
FAM187B	FAM187B	   148109.1	   148109.4	0.454758338	1.82646e-05
LSR	LSR	    51599.1	    51599.4	0.454758338	1.82646e-05
USF2	USF2	     7392.1	     7392.4	0.454758338	1.82646e-05
HAMP	HAMP	    57817.1	    57817.4	0.454758338	1.82646e-05
MAG	MAG	     4099.1	     4099.4	0.454758338	1.82646e-05
ECH1	ECH1	     1891.1	     1891.4	0.454758338	1.82646e-05
HNRNPL	HNRNPL	     3191.1	     3191.4	0.454758338	1.82646e-05
RINL	RINL	   126432.1	   126432.4	0.454758338	1.82646e-05
BLVRB	BLVRB	      645.1	      645.4	0.454758338	1.82646e-05
C19orf54	C19orf54	   284325.1	   284325.4	0.454758338	1.82646e-05
SNRPA	SNRPA	     6626.1	     6626.4	0.454758338	1.82646e-05
MIA	MIA	     8190.1	     8190.4	0.454758338	1.82646e-05
RAB4B	RAB4B	    53916.1	    53916.4	0.454758338	1.82646e-05
EGLN2	EGLN2	   112398.1	   112398.4	0.454758338	1.82646e-05
CYP2A6	CYP2A6	     1548.1	     1548.4	0.454758338	1.82646e-05
CYP2A7	CYP2A7	     1549.1	     1549.4	0.454758338	1.82646e-05
CXCL17	CXCL17	   284340.1	   284340.4	0.454758338	1.82646e-05
CEACAM1	CEACAM1	      634.1	      634.4	0.454758338	1.82646e-05
NANOS2	NANOS2	   339345.1	   339345.4	0.454758338	1.82646e-05
CCDC114	CCDC114	    93233.1	    93233.4	0.454758338	1.82646e-05
EMP3	EMP3	     2014.1	     2014.4	0.454758338	1.82646e-05
TMEM143	TMEM143	    55260.1	    55260.4	0.454758338	1.82646e-05
SYNGR4	SYNGR4	    23546.1	    23546.4	0.454758338	1.82646e-05
KDELR1	KDELR1	    10945.1	    10945.4	0.454758338	1.82646e-05
GRIN2D	GRIN2D	     2906.1	     2906.4	0.454758338	1.82646e-05
GRWD1	GRWD1	    83743.1	    83743.4	0.454758338	1.82646e-05
KCNJ14	KCNJ14	     3770.1	     3770.4	0.454758338	1.82646e-05
CYTH2	CYTH2	     9266.1	     9266.4	0.454758338	1.82646e-05
LMTK3	LMTK3	   114783.1	   114783.4	0.454758338	1.82646e-05
SULT2B1	SULT2B1	     6820.1	     6820.4	0.454758338	1.82646e-05
FAM83E	FAM83E	    54854.1	    54854.4	0.454758338	1.82646e-05
SPACA4	SPACA4	   171169.1	   171169.4	0.454758338	1.82646e-05
RPL18	RPL18	     6141.1	     6141.4	0.454758338	1.82646e-05
SPHK2	SPHK2	    56848.1	    56848.4	0.454758338	1.82646e-05
DBP	DBP	     1628.1	     1628.4	0.454758338	1.82646e-05
CA11	CA11	      770.1	      770.4	0.454758338	1.82646e-05
SEC1P	SEC1P	   653677.1	   653677.4	0.454758338	1.82646e-05
NTN5	NTN5	   126147.1	   126147.4	0.454758338	1.82646e-05
FUT2	FUT2	     2524.1	     2524.4	0.454758338	1.82646e-05
MAMSTR	MAMSTR	   284358.1	   284358.4	0.454758338	1.82646e-05
RASIP1	RASIP1	    54922.1	    54922.4	0.454758338	1.82646e-05
IZUMO1	IZUMO1	   284359.1	   284359.4	0.454758338	1.82646e-05
TCF7L1	TCF7L1	    83439.1	    83439.4	0.470975040	1.82646e-05
MAT2A	MAT2A	     4144.1	     4144.4	0.470975040	1.82646e-05
GGCX	GGCX	     2677.1	     2677.4	0.470975040	1.82646e-05
VAMP8	VAMP8	     8673.1	     8673.4	0.470975040	1.82646e-05
VAMP5	VAMP5	    10791.1	    10791.4	0.470975040	1.82646e-05
RNF181	RNF181	    51255.1	    51255.4	0.470975040	1.82646e-05
C2orf68	C2orf68	   388969.1	   388969.4	0.470975040	1.82646e-05
TMEM150A	TMEM150A	   129303.1	   129303.4	0.470975040	1.82646e-05
ZC3H8	ZC3H8	    84524.1	    84524.4	0.470975040	1.82646e-05
TTL	TTL	   150465.1	   150465.4	0.470975040	1.82646e-05
NR4A2	NR4A2	     4929.1	     4929.4	0.470975040	1.82646e-05
SNORD70	SNORD70	   692110.1	   692110.4	0.470975040	1.82646e-05
SNORD11	SNORD11	   692058.1	   692058.4	0.470975040	1.82646e-05
ALS2CR12	ALS2CR12	   130540.1	   130540.4	0.470975040	1.82646e-05
TRAK2	TRAK2	    66008.1	    66008.4	0.470975040	1.82646e-05
STRADB	STRADB	    55437.1	    55437.4	0.470975040	1.82646e-05
TMEM237	TMEM237	    65062.1	    65062.4	0.470975040	1.82646e-05
MPP4	MPP4	    58538.1	    58538.4	0.470975040	1.82646e-05
ALS2	ALS2	    57679.1	    57679.4	0.470975040	1.82646e-05
CDK15	CDK15	    65061.1	    65061.4	0.470975040	1.82646e-05
FZD7	FZD7	     8324.1	     8324.4	0.470975040	1.82646e-05
SUMO1	SUMO1	     7341.1	     7341.4	0.470975040	1.82646e-05
NOP58	NOP58	    51602.1	    51602.4	0.470975040	1.82646e-05
SNORD11B	SNORD11B	100113392.1	100113392.4	0.470975040	1.82646e-05
BMPR2	BMPR2	      659.1	      659.4	0.470975040	1.82646e-05
FAM117B	FAM117B	   150864.1	   150864.4	0.470975040	1.82646e-05
ICA1L	ICA1L	   130026.1	   130026.4	0.470975040	1.82646e-05
WDR12	WDR12	    55759.1	    55759.4	0.470975040	1.82646e-05
CARF	CARF	    79800.1	    79800.4	0.470975040	1.82646e-05
NBEAL1	NBEAL1	    65065.1	    65065.4	0.470975040	1.82646e-05
CYP20A1	CYP20A1	    57404.1	    57404.4	0.470975040	1.82646e-05
ABI2	ABI2	    10152.1	    10152.4	0.470975040	1.82646e-05
RAPH1	RAPH1	    65059.1	    65059.4	0.470975040	1.82646e-05
SLC6A20	SLC6A20	    54716.1	    54716.4	0.470975040	1.82646e-05
LZTFL1	LZTFL1	    54585.1	    54585.4	0.470975040	1.82646e-05
CCR9	CCR9	    10803.1	    10803.4	0.470975040	1.82646e-05
FYCO1	FYCO1	    79443.1	    79443.4	0.470975040	1.82646e-05
CXCR6	CXCR6	    10663.1	    10663.4	0.470975040	1.82646e-05
RRP9	RRP9	     9136.1	     9136.4	0.470975040	1.82646e-05
PARP3	PARP3	    10039.1	    10039.4	0.470975040	1.82646e-05
GPR62	GPR62	   118442.1	   118442.4	0.470975040	1.82646e-05
PCBP4	PCBP4	    57060.1	    57060.4	0.470975040	1.82646e-05
ABHD14B	ABHD14B	    84836.1	    84836.4	0.470975040	1.82646e-05
ABHD14A	ABHD14A	    25864.1	    25864.4	0.470975040	1.82646e-05
ACY1	ACY1	       95.1	       95.4	0.470975040	1.82646e-05
RPL29	RPL29	     6159.1	     6159.4	0.470975040	1.82646e-05
DUSP7	DUSP7	     1849.1	     1849.4	0.470975040	1.82646e-05
POC1A	POC1A	    25886.1	    25886.4	0.470975040	1.82646e-05
NT5DC2	NT5DC2	    64943.1	    64943.4	0.470975040	1.82646e-05
SMIM4	SMIM4	   440957.1	   440957.4	0.470975040	1.82646e-05
SCGB1A1	SCGB1A1	     7356.1	     7356.4	0.470975040	1.82646e-05
STX5	STX5	     6811.1	     6811.4	0.470975040	1.82646e-05
WDR74	WDR74	    54663.1	    54663.4	0.470975040	1.82646e-05
SNHG1	SNHG1	    23642.1	    23642.4	0.470975040	1.82646e-05
MYEOV	MYEOV	    26579.1	    26579.4	0.470975040	1.82646e-05
VPS13C	VPS13C	    54832.1	    54832.4	0.470975040	1.82646e-05
EFCAB5	EFCAB5	   374786.1	   374786.4	0.470975040	1.82646e-05
ZNF493	ZNF493	   284443.1	   284443.4	0.470975040	1.82646e-05
LINC00664	LINC00664	   400680.1	   400680.4	0.470975040	1.82646e-05
ZNF429	ZNF429	   353088.1	   353088.4	0.470975040	1.82646e-05
ZNF208	ZNF208	     7757.1	     7757.4	0.470975040	1.82646e-05
ZNF257	ZNF257	   113835.1	   113835.4	0.470975040	1.82646e-05
ZNF676	ZNF676	   163223.1	   163223.4	0.470975040	1.82646e-05
ZNF729	ZNF729	100287226.1	100287226.4	0.470975040	1.82646e-05
ZNF98	ZNF98	   148198.1	   148198.4	0.470975040	1.82646e-05
ZNF492	ZNF492	    57615.1	    57615.4	0.470975040	1.82646e-05
ZNF99	ZNF99	     7652.1	     7652.4	0.470975040	1.82646e-05
ZNF728	ZNF728	   388523.1	   388523.4	0.470975040	1.82646e-05
ZNF730	ZNF730	100129543.1	100129543.4	0.470975040	1.82646e-05
ZNF91	ZNF91	     7644.1	     7644.4	0.470975040	1.82646e-05
ZNF675	ZNF675	   171392.1	   171392.4	0.470975040	1.82646e-05
ZNF681	ZNF681	   148213.1	   148213.4	0.470975040	1.82646e-05
RPSAP58	RPSAP58	   388524.1	   388524.4	0.470975040	1.82646e-05
LPAR3	LPAR3	    23566.1	    23566.4	0.480738277	1.82646e-05
MCOLN2	MCOLN2	   255231.1	   255231.4	0.480738277	1.82646e-05
WDR63	WDR63	   126820.1	   126820.4	0.480738277	1.82646e-05
MCOLN3	MCOLN3	    55283.1	    55283.4	0.480738277	1.82646e-05
PHGDH	PHGDH	    26227.1	    26227.4	0.480738277	1.82646e-05
HMGCS2	HMGCS2	     3158.1	     3158.4	0.480738277	1.82646e-05
REG4	REG4	    83998.1	    83998.4	0.480738277	1.82646e-05
LPP	LPP	     4026.1	     4026.4	0.480738277	1.82646e-05
FGF14	FGF14	     2259.1	     2259.4	0.480738277	1.82646e-05
MIR2681	MIR2681	100616110.1	100616110.4	0.480738277	1.82646e-05
MIR4705	MIR4705	100616239.1	100616239.4	0.480738277	1.82646e-05
LINC00555	LINC00555	100861543.1	100861543.4	0.480738277	1.82646e-05
TPP2	TPP2	     7174.1	     7174.4	0.480738277	1.82646e-05
METTL21C	METTL21C	   196541.1	   196541.4	0.480738277	1.82646e-05
CCDC168	CCDC168	   643677.1	   643677.4	0.480738277	1.82646e-05
TEX30	TEX30	    93081.1	    93081.4	0.480738277	1.82646e-05
KDELC1	KDELC1	    79070.1	    79070.4	0.480738277	1.82646e-05
BIVM	BIVM	    54841.1	    54841.4	0.480738277	1.82646e-05
ERCC5	ERCC5	     2073.1	     2073.4	0.480738277	1.82646e-05
METTL21EP	METTL21EP	   121952.1	   121952.4	0.480738277	1.82646e-05
SLC10A2	SLC10A2	     6555.1	     6555.4	0.480738277	1.82646e-05
DAOA	DAOA	   267012.1	   267012.4	0.480738277	1.82646e-05
LINC00343	LINC00343	   144920.1	   144920.4	0.480738277	1.82646e-05
RNA5SP38	RNA5SP38	100873370.1	100873370.4	0.480738277	1.82646e-05
LINC00460	LINC00460	   728192.1	   728192.4	0.480738277	1.82646e-05
EFNB2	EFNB2	     1948.1	     1948.4	0.480738277	1.82646e-05
ARGLU1	ARGLU1	    55082.1	    55082.4	0.480738277	1.82646e-05
LINC00551	LINC00551	   283483.1	   283483.4	0.480738277	1.82646e-05
LINC00443	LINC00443	100874173.1	100874173.4	0.480738277	1.82646e-05
FAM155A	FAM155A	   728215.1	   728215.4	0.480738277	1.82646e-05
MIR1267	MIR1267	100302286.1	100302286.4	0.480738277	1.82646e-05
LIG4	LIG4	     3981.1	     3981.4	0.480738277	1.82646e-05
ABHD13	ABHD13	    84945.1	    84945.4	0.480738277	1.82646e-05
TNFSF13B	TNFSF13B	    10673.1	    10673.4	0.480738277	1.82646e-05
RNA5SP39	RNA5SP39	100873371.1	100873371.4	0.480738277	1.82646e-05
SHD	SHD	    56961.1	    56961.4	0.480738277	1.82646e-05
TMIGD2	TMIGD2	   126259.1	   126259.4	0.480738277	1.82646e-05
FSD1	FSD1	    79187.1	    79187.4	0.480738277	1.82646e-05
PPP5D1	PPP5D1	100506012.1	100506012.4	0.480738277	1.82646e-05
CALM3	CALM3	      808.1	      808.4	0.480738277	1.82646e-05
PTGIR	PTGIR	     5739.1	     5739.4	0.480738277	1.82646e-05
GNG8	GNG8	    94235.1	    94235.4	0.480738277	1.82646e-05
DACT3	DACT3	   147906.1	   147906.4	0.480738277	1.82646e-05
PRKD2	PRKD2	    25865.1	    25865.4	0.480738277	1.82646e-05
MIR320E	MIR320E	100422913.1	100422913.4	0.480738277	1.82646e-05
STRN4	STRN4	    29888.1	    29888.4	0.480738277	1.82646e-05
FKRP	FKRP	    79147.1	    79147.4	0.480738277	1.82646e-05
SLC8A2	SLC8A2	     6543.1	     6543.4	0.480738277	1.82646e-05
KPTN	KPTN	    11133.1	    11133.4	0.480738277	1.82646e-05
NAPA	NAPA	     8775.1	     8775.4	0.480738277	1.82646e-05
ZNF541	ZNF541	    84215.1	    84215.4	0.480738277	1.82646e-05
MACROD2	MACROD2	   140733.1	   140733.4	0.480738277	1.82646e-05
SNX7	SNX7	    51375.1	    51375.4	0.486957563	1.82646e-05
VSNL1	VSNL1	     7447.1	     7447.4	0.486957563	1.82646e-05
BCL11A	BCL11A	    53335.1	    53335.4	0.486957563	1.82646e-05
PAPOLG	PAPOLG	    64895.1	    64895.4	0.486957563	1.82646e-05
REL	REL	     5966.1	     5966.4	0.486957563	1.82646e-05
PUS10	PUS10	   150962.1	   150962.4	0.486957563	1.82646e-05
PEX13	PEX13	     5194.1	     5194.4	0.486957563	1.82646e-05
KIAA1841	KIAA1841	    84542.1	    84542.4	0.486957563	1.82646e-05
C2orf74	C2orf74	   339804.1	   339804.4	0.486957563	1.82646e-05
SNORA70B	SNORA70B	100124537.1	100124537.4	0.486957563	1.82646e-05
XPO1	XPO1	     7514.1	     7514.4	0.486957563	1.82646e-05
FAM161A	FAM161A	    84140.1	    84140.4	0.486957563	1.82646e-05
CCT4	CCT4	    10575.1	    10575.4	0.486957563	1.82646e-05
COMMD1	COMMD1	   150684.1	   150684.4	0.486957563	1.82646e-05
B3GNT2	B3GNT2	    10678.1	    10678.4	0.486957563	1.82646e-05
MIR5192	MIR5192	100847087.1	100847087.4	0.486957563	1.82646e-05
LGALSL	LGALSL	    29094.1	    29094.4	0.486957563	1.82646e-05
CEP68	CEP68	    23177.1	    23177.4	0.486957563	1.82646e-05
MEIS1	MEIS1	     4211.1	     4211.4	0.486957563	1.82646e-05
ANXA4	ANXA4	      307.1	      307.4	0.486957563	1.82646e-05
MYO3B	MYO3B	   140469.1	   140469.4	0.486957563	1.82646e-05
PECR	PECR	    55825.1	    55825.4	0.486957563	1.82646e-05
TMEM169	TMEM169	    92691.1	    92691.4	0.486957563	1.82646e-05
XRCC5	XRCC5	     7520.1	     7520.4	0.486957563	1.82646e-05
RPL37A	RPL37A	     6168.1	     6168.4	0.486957563	1.82646e-05
PNKD	PNKD	    25953.1	    25953.4	0.486957563	1.82646e-05
ADIPOQ	ADIPOQ	     9370.1	     9370.4	0.486957563	1.82646e-05
ST6GAL1	ST6GAL1	     6480.1	     6480.4	0.486957563	1.82646e-05
RPL39L	RPL39L	   116832.1	   116832.4	0.486957563	1.82646e-05
RTP1	RTP1	   132112.1	   132112.4	0.486957563	1.82646e-05
MASP1	MASP1	     5648.1	     5648.4	0.486957563	1.82646e-05
RTP4	RTP4	    64108.1	    64108.4	0.486957563	1.82646e-05
SST	SST	     6750.1	     6750.4	0.486957563	1.82646e-05
RTP2	RTP2	   344892.1	   344892.4	0.486957563	1.82646e-05
BCL6	BCL6	      604.1	      604.4	0.486957563	1.82646e-05
TP63	TP63	     8626.1	     8626.4	0.486957563	1.82646e-05
CLDN1	CLDN1	     9076.1	     9076.4	0.486957563	1.82646e-05
CLDN16	CLDN16	    10686.1	    10686.4	0.486957563	1.82646e-05
TMEM207	TMEM207	   131920.1	   131920.4	0.486957563	1.82646e-05
IL1RAP	IL1RAP	     3556.1	     3556.4	0.486957563	1.82646e-05
OSTN	OSTN	   344901.1	   344901.4	0.486957563	1.82646e-05
UTS2B	UTS2B	   257313.1	   257313.4	0.486957563	1.82646e-05
CCDC50	CCDC50	   152137.1	   152137.4	0.486957563	1.82646e-05
FGF12	FGF12	     2257.1	     2257.4	0.486957563	1.82646e-05
MB21D2	MB21D2	   151963.1	   151963.4	0.486957563	1.82646e-05
HRASLS	HRASLS	    57110.1	    57110.4	0.486957563	1.82646e-05
ATP13A4	ATP13A4	    84239.1	    84239.4	0.486957563	1.82646e-05
GP5	GP5	     2814.1	     2814.4	0.486957563	1.82646e-05
ATP13A3	ATP13A3	    79572.1	    79572.4	0.486957563	1.82646e-05
LINC00884	LINC00884	   401106.1	   401106.4	0.486957563	1.82646e-05
MAN2B2	MAN2B2	    23324.1	    23324.4	0.486957563	1.82646e-05
MRFAP1	MRFAP1	    93621.1	    93621.4	0.486957563	1.82646e-05
S100P	S100P	     6286.1	     6286.4	0.486957563	1.82646e-05
MRFAP1L1	MRFAP1L1	   114932.1	   114932.4	0.486957563	1.82646e-05
TBC1D14	TBC1D14	    57533.1	    57533.4	0.486957563	1.82646e-05
LINC00700	LINC00700	   282980.1	   282980.4	0.486957563	1.82646e-05
LINC00701	LINC00701	   399708.1	   399708.4	0.486957563	1.82646e-05
PITRM1	PITRM1	    10531.1	    10531.4	0.486957563	1.82646e-05
KLF6	KLF6	     1316.1	     1316.4	0.486957563	1.82646e-05
LINC00702	LINC00702	100652988.1	100652988.4	0.486957563	1.82646e-05
LINC00703	LINC00703	100507059.1	100507059.4	0.486957563	1.82646e-05
RORA	RORA	     6095.1	     6095.4	0.486957563	1.82646e-05
SNORD111	SNORD111	   692214.1	   692214.4	0.486957563	1.82646e-05
RFX2	RFX2	     5990.1	     5990.4	0.486957563	1.82646e-05
ACSBG2	ACSBG2	    81616.1	    81616.4	0.486957563	1.82646e-05
MLLT1	MLLT1	     4298.1	     4298.4	0.486957563	1.82646e-05
CYP4F22	CYP4F22	   126410.1	   126410.4	0.486957563	1.82646e-05
CYP4F23P	CYP4F23P	100422238.1	100422238.4	0.486957563	1.82646e-05
CYP4F8	CYP4F8	    11283.1	    11283.4	0.486957563	1.82646e-05
CYP4F3	CYP4F3	     4051.1	     4051.4	0.486957563	1.82646e-05
CYP4F12	CYP4F12	    66002.1	    66002.4	0.486957563	1.82646e-05
OR10H2	OR10H2	    26538.1	    26538.4	0.486957563	1.82646e-05
OR10H3	OR10H3	    26532.1	    26532.4	0.486957563	1.82646e-05
CYP4F24P	CYP4F24P	   388514.1	   388514.4	0.486957563	1.82646e-05
OR10H5	OR10H5	   284433.1	   284433.4	0.486957563	1.82646e-05
OR10H1	OR10H1	    26539.1	    26539.4	0.486957563	1.82646e-05
UCA1	UCA1	   652995.1	   652995.4	0.486957563	1.82646e-05
KLF2	KLF2	    10365.1	    10365.4	0.486957563	1.82646e-05
C19orf44	C19orf44	    84167.1	    84167.4	0.486957563	1.82646e-05
CHERP	CHERP	    10523.1	    10523.4	0.486957563	1.82646e-05
SLC35E1	SLC35E1	    79939.1	    79939.4	0.486957563	1.82646e-05
MED26	MED26	     9441.1	     9441.4	0.486957563	1.82646e-05
SMIM7	SMIM7	    79086.1	    79086.4	0.486957563	1.82646e-05
TMEM38A	TMEM38A	    79041.1	    79041.4	0.486957563	1.82646e-05
NWD1	NWD1	   284434.1	   284434.4	0.486957563	1.82646e-05
SIN3B	SIN3B	    23309.1	    23309.4	0.486957563	1.82646e-05
F2RL3	F2RL3	     9002.1	     9002.4	0.486957563	1.82646e-05
CPAMD8	CPAMD8	    27151.1	    27151.4	0.486957563	1.82646e-05
HAUS8	HAUS8	    93323.1	    93323.4	0.486957563	1.82646e-05
MYO9B	MYO9B	     4650.1	     4650.4	0.486957563	1.82646e-05
OCEL1	OCEL1	    79629.1	    79629.4	0.486957563	1.82646e-05
USE1	USE1	    55850.1	    55850.4	0.486957563	1.82646e-05
NR2F6	NR2F6	     2063.1	     2063.4	0.486957563	1.82646e-05
USHBP1	USHBP1	    83878.1	    83878.4	0.486957563	1.82646e-05
BABAM1	BABAM1	    29086.1	    29086.4	0.486957563	1.82646e-05
ANKLE1	ANKLE1	   126549.1	   126549.4	0.486957563	1.82646e-05
ABHD8	ABHD8	    79575.1	    79575.4	0.486957563	1.82646e-05
MRPL34	MRPL34	    64981.1	    64981.4	0.486957563	1.82646e-05
DDA1	DDA1	    79016.1	    79016.4	0.486957563	1.82646e-05
